titre_lieu,url_fiche,description,date_cree,date_revision,arrondissements,types,installations,activites,commodites,accessibilite,categories,statut_ouverture,horaire_par_jour,commentaires_horaire,reglementation,paiement,telephone,courriel,titre_lieu_adresse_postale,adresse_principale,adresse_secondaire,code_postal,ville,long,lat,X,Y
"Parc Gouin - Pierrefonds-Roxboro","https://montreal.ca/lieux/parc-gouin-pierrefonds-roxboro","Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.","2019-12-10","2025-02-21","Pierrefonds-Roxboro","Parc et jardins","Parc","","Module de jeu pour enfants","","",,"Horaire habituel: [lundi 06:00-23:00, mardi 06:00-23:00, mercredi 06:00-23:00, jeudi 06:00-23:00, vendredi 06:00-23:00, samedi 06:00-23:00, dimanche 06:00-23:00]","","","","",,"Parc Gouin - Pierrefonds-Roxboro","2e Rue",,"H8Y1S3","Montréal",-73.80141092161536,45.50750049959161,"281247.8","5040886.4"
"Parc Gariepy","https://montreal.ca/lieux/parc-gariepy","Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.","2019-12-10","2025-02-21","Saint-Laurent","Parc et jardins","Parc","","Module de jeu pour enfants","","",,"Horaire habituel: [lundi 06:00-23:00, mardi 06:00-23:00, mercredi 06:00-23:00, jeudi 06:00-23:00, vendredi 06:00-23:00, samedi 06:00-23:00, dimanche 06:00-23:00]","","","","",,"Parc Gariepy","2400, rue Hufford",,"H4R1L4","Montréal",-73.698220794999,45.505504649916,"289310.5","5040639.5"
"Parc Monseigneur-Lartigue","https://montreal.ca/lieux/parc-monseigneur-lartigue","Le parc Monseigneur-Lartigue est un lieu privilégié pour se détendre, profiter des attraits de la nature ou pratiquer des loisirs en plein air.","2019-12-10","2025-02-21","Ville-Marie","Parc et jardins","Parc","","","","",,"","","","","",,"Parc Monseigneur-Lartigue","2250, rue Panet",,"H2L 3A6","Montréal",,,,
"Parc William-Barrett","https://montreal.ca/lieux/parc-william-barrett","Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.","2019-12-10","2025-02-21","Pierrefonds-Roxboro","Parc et jardins","Parc","","","","",,"Horaire habituel: [lundi 06:00-23:00, mardi 06:00-23:00, mercredi 06:00-23:00, jeudi 06:00-23:00, vendredi 06:00-23:00, samedi 06:00-23:00, dimanche 06:00-23:00]","","","","",,"Parc William-Barrett","11e Avenue",,"H8Y2P4","Montréal",-73.62295533415399,45.5256259356473,"295195.4","5042863.8"
"Parc de l'Anse-aux-Chênes","https://montreal.ca/lieux/parc-de-lanse-aux-chenes","Le parc de l'Anse-aux-Chênes est un lieu privilégié pour se détendre, profiter des attraits de la nature ou pratiquer des loisirs en plein air.","2019-12-10","2025-02-21","Pierrefonds-Roxboro","Parc et jardins","Parc","","","","",,"","","","","",,"Parc de l'Anse-aux-Chênes","rue Desjardins",,"H8Z 1A8","Montréal",,,,
"Place du Village-de-la-Pointe-aux-Trembles","https://montreal.ca/lieux/place-du-village-de-la-pointe-aux-trembles","Cet espace urbain offre aux visiteurs une multitude d'événements dans une atmosphère conviviale.Une œuvre d’art public monumentale à l’entrée de la place confère une identité distinctive à ce lieu riche en patrimoine historique.Une station Bixi est installée sur le site.Tableau Cité Mémoire La Pointe de l'ÎleCette œuvre multimédia est projetée au sol de la place publique et se déploie de façon spectaculaire en images, en paroles et en musique pour une durée d’environ 30 minutes, dès le coucher du soleil. Ce tableau unique vous invite à retracer l’histoire de Pointe-aux-Trembles dans un parcours immersif et évolutif où poésie et humanité se rencontrent. Pour connaître l'horaire de diffusion du tableau, cliquez ici.","2019-12-19","2025-02-21","Rivière-des-Prairies–Pointe-aux-Trembles","Parc et jardins","Place","","","","",,"Horaire habituel: [lundi 06:00-23:00, mardi 06:00-23:00, mercredi 06:00-23:00, jeudi 06:00-23:00, vendredi 06:00-23:00, samedi 06:00-23:00, dimanche 06:00-23:00]","","","","",,"Place du Village-de-la-Pointe-aux-Trembles","boulevard Saint-Jean-Baptiste",,"H1B3Z6","Montréal",-73.490070104599,45.63993013375,"305574.1","5055559.4"
"Parc Pominville","https://montreal.ca/lieux/parc-pominville","Des aires de repos sont disponibles ainsi que des modules de jeu pour enfant de 18 mois à 5 ans et de 6 à 12 ans.
","2020-01-15","2025-02-21","Lachine","Parc et jardins","Parc","","Module de jeu pour enfants,Module de jeu pour tout-petits","","",,"Horaire habituel: [lundi 06:00-23:00, mardi 06:00-23:00, mercredi 06:00-23:00, jeudi 06:00-23:00, vendredi 06:00-23:00, samedi 06:00-23:00, dimanche 06:00-23:00]","","","","numéro: 5148720311",,"Parc Pominville","Avenue J-Alphonse-Lachance et des Verreries",,"H8R1A3","Montréal",-73.655315637589,45.448186779684,"292650.9","5034262.4"
"Parc du Ruisseau-du-Pont-à-l'Avoine","https://montreal.ca/lieux/parc-du-ruisseau-du-pont-lavoine","Le parc du Ruisseau-du-Pont-à-l'Avoine est un parc familial où l'on retrouve des aires de jeu pour les tout-petits et les enfants de 2 à 12 ans. Une section comportant trois jets d’eau au sol permet de se rafraîchir lors de chaudes journées d’été.
Sur place, une magnifique variété de plantes attirent oiseaux et insectes pollinisateurs. Rappelant l’ancien cours d’eau du quartier, un fossé végétalisé récupère l’eau de pluie.
","2020-01-22","2025-02-21","Villeray–Saint-Michel–Parc-Extension","Parc et jardins","Parc","","Aire de pique-nique,Fontaine d'eau potable,Module de jeu pour enfants,Module de jeu pour tout-petits,Support à vélo","","",,"Horaire habituel: [lundi 06:00-00:00, mardi 06:00-00:00, mercredi 06:00-00:00, jeudi 06:00-00:00, vendredi 06:00-00:00, samedi 06:00-00:00, dimanche 06:00-00:00]","","","","",,"Parc du Ruisseau-du-Pont-à-l'Avoine","Rue Everett / 8e avenue",,"H2A3E6","Montréal",-73.601478083457,45.557566969069,"296877.5","5046411.1"
"Centre Fernand-Laplaine","https://montreal.ca/lieux/centre-fernand-laplaine","Ce centre localisé dans le secteur Saint-Pierre dessert la population avoisinante en activités et services communautaires des organismes. Bâtiment voisin de l’aréna Martin-Lapointe, le centre abrite également la bibliothèque de Saint-Pierre.Important : le centre est fermée pour une durée indéterminée, mais les organismes ont été relocalisés. Pour obtenir leurs coordonnées complètes : Bottin des organismes. La bibliothèque de Saint-Pierre demeure ouverte (porte sur le côté du bâtiment).","2020-01-24","2025-02-21","Lachine","Culturels et communautaires","Centre communautaire","","","","","Fermé temporairement","","","","","","loisirslachine@montreal.ca","Centre Fernand-Laplaine","183, rue Des Érables",,"H8R1B1","Montréal",-73.651521,45.445738,"292947.2","5033989.7"
"Parc Remembrance","https://montreal.ca/lieux/parc-remembrance","Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.","2020-02-03","2025-02-21","Lachine","Parc et jardins","Parc","","Module de jeu pour tout-petits","","",,"Horaire habituel: [lundi 06:00-23:00, mardi 06:00-23:00, mercredi 06:00-23:00, jeudi 06:00-23:00, vendredi 06:00-23:00, samedi 06:00-23:00, dimanche 06:00-23:00]","","","","",,"Parc Remembrance","rue Remembrance",,"H8S1X3","Montréal",-73.68499764097945,45.43728774092517,"290326.3","5033056.1"
"Parc Coffee","https://montreal.ca/lieux/parc-coffee","Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.","2020-02-03","2025-02-21","Côte-des-Neiges–Notre-Dame-de-Grâce","Parc et jardins","Parc","Basketball","Aire de pique-nique,Fontaine d'eau potable,Module de jeu pour enfants,Terrain de basketball,Toilettes","","",,"Horaire habituel: [lundi 06:00-00:00, mardi 06:00-00:00, mercredi 06:00-00:00, jeudi 06:00-00:00, vendredi 06:00-00:00, samedi 06:00-00:00, dimanche 06:00-00:00]","","","","",,"Parc Coffee","7330, rue Coffee",,"H4B1K1","Montréal",-73.639235954668,45.455468714777,"293910.1","5035069.3"
"Parc De Sousa-Mendes","https://montreal.ca/lieux/parc-de-sousa-mendes","Le parc permet aux tout-petits de s'amuser.","2020-02-03","2025-02-21","Côte-des-Neiges–Notre-Dame-de-Grâce","Parc et jardins","Parc","","Module de jeu pour enfants","","",,"Horaire habituel: [lundi 06:00-00:00, mardi 06:00-00:00, mercredi 06:00-00:00, jeudi 06:00-00:00, vendredi 06:00-00:00, samedi 06:00-00:00, dimanche 06:00-00:00]","","","","",,"Parc De Sousa-Mendes","2591, avenue de Soissons",,"H3S2V1","Montréal",-73.62200337827038,45.50880856386698,"295266.9","5040994.8"
"Parc Leduc","https://montreal.ca/lieux/parc-leduc","Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.","2020-02-03","2025-02-21","Côte-des-Neiges–Notre-Dame-de-Grâce","Parc et jardins","Parc","","","","",,"Horaire habituel: [lundi 06:00-00:00, mardi 06:00-00:00, mercredi 06:00-00:00, jeudi 06:00-00:00, vendredi 06:00-00:00, samedi 06:00-00:00, dimanche 06:00-00:00]","","","","",,"Parc Leduc","Avenue Godfrey",,,"Montréal",-73.626675892813,45.467599672481,"294894.6","5036415.8"
"Parc Paul-Doyon","https://montreal.ca/lieux/parc-paul-doyon","Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.","2020-02-04","2025-02-21","Côte-des-Neiges–Notre-Dame-de-Grâce","Parc et jardins","Parc","","Aire de pique-nique","","",,"Horaire habituel: [lundi 06:00-00:00, mardi 06:00-00:00, mercredi 06:00-00:00, jeudi 06:00-00:00, vendredi 06:00-00:00, samedi 06:00-00:00, dimanche 06:00-00:00]","","","","",,"Parc Paul-Doyon","avenue de Monkland",,"H4A1C4","Montréal",-73.621230109105,45.476886917309,"295322.0","5037447.2"
"Parc Troie","https://montreal.ca/lieux/parc-troie","Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.","2020-02-04","2025-02-21","Côte-des-Neiges–Notre-Dame-de-Grâce","Parc et jardins","Parc","","","","",,"Horaire habituel: [lundi 06:00-00:00, mardi 06:00-00:00, mercredi 06:00-00:00, jeudi 06:00-00:00, vendredi 06:00-00:00, samedi 06:00-00:00, dimanche 06:00-00:00]","","","","",,"Parc Troie","chemin de la Côte-des-Neiges",,"H3V1H8","Montréal",-73.618644591486,45.495155320092,"295527.1","5039477.1"
"Parc Gilbert-Layton","https://montreal.ca/lieux/parc-gilbert-layton","Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.","2020-02-04","2025-02-21","Côte-des-Neiges–Notre-Dame-de-Grâce","Parc et jardins","Parc","","Aire de pique-nique,Fontaine d'eau potable,Toilettes,Vestiaire","","",,"Horaire habituel: [lundi 06:00-00:00, mardi 06:00-00:00, mercredi 06:00-00:00, jeudi 06:00-00:00, vendredi 06:00-00:00, samedi 06:00-00:00, dimanche 06:00-00:00]","","","","",,"Parc Gilbert-Layton","6975, avenue Chester",,"H4V2Z7","Montréal",-73.649705841901,45.466223332371,"293093.5","5036266.0"
"Parc Notre-Dame-des-Neiges","https://montreal.ca/lieux/parc-notre-dame-des-neiges","Le parc Notre-Dame-des-Neiges est un lieu privilégié pour se détendre.","2020-02-04","2025-02-21","Côte-des-Neiges–Notre-Dame-de-Grâce","Parc et jardins","Parc","","","","",,"","","","","",,"Parc Notre-Dame-des-Neiges","avenue Gatineau",,,"Montréal",,,,
"Parc Roméo-Charette","https://montreal.ca/lieux/parc-romeo-charette","Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.","2020-02-04","2025-02-21","Côte-des-Neiges–Notre-Dame-de-Grâce","Parc et jardins","Parc","","Aire de pique-nique,Fontaine d'eau potable,Module de jeu pour enfants","","",,"Horaire habituel: [lundi 06:00-00:00, mardi 06:00-00:00, mercredi 06:00-00:00, jeudi 06:00-00:00, vendredi 06:00-00:00, samedi 06:00-00:00, dimanche 06:00-00:00]","","","","",,"Parc Roméo-Charette","rue Jean-Talon Ouest",,"H3R2M2","Montréal",-73.64153927608498,45.50624174083762,"293739.9","5040712.1"
"Parc Rosemary-Brown","https://montreal.ca/lieux/parc-rosemary-brown","Les jeux d'eau sont ouverts de 8 h à 21 h, du 27 mai à septembre, selon la température.
","2020-02-04","2025-02-21","Côte-des-Neiges–Notre-Dame-de-Grâce","Parc et jardins","Parc","Pétanque ou bocce","Aire de pique-nique,Fontaine d'eau potable,Module de jeu pour enfants,Terrain de jeu de boules,Toilettes","","",,"Horaire habituel: [lundi 06:00-00:00, mardi 06:00-00:00, mercredi 06:00-00:00, jeudi 06:00-00:00, vendredi 06:00-00:00, samedi 06:00-00:00, dimanche 06:00-00:00]","","","","",,"Parc Rosemary-Brown","6665, avenue McLynn",,,"Montréal",-73.647556207155,45.489531108958,"293266.3","5038855.8"
"Place de Darlington","https://montreal.ca/lieux/place-de-darlington","Cet été,  les jeux d’eau sont ouverts de 8 h à 21 h, du 27 mai à septembre, selon la température.","2020-02-06","2025-02-21","Côte-des-Neiges–Notre-Dame-de-Grâce","Parc et jardins","Place","","Composteurs communautaires,Module de jeu pour enfants","","",,"Horaire habituel: [lundi 06:00-00:00, mardi 06:00-00:00, mercredi 06:00-00:00, jeudi 06:00-00:00, vendredi 06:00-00:00, samedi 06:00-00:00, dimanche 06:00-00:00]","","","","",,"Place de Darlington","Place de Darlington",,"H3S1M8","Montréal",-73.627353427636,45.509955065575,"294849.1","5041122.9"
"Place du 6-Décembre-1989","https://montreal.ca/lieux/place-du-6-decembre-1989","NEF POUR QUATORZE REINES par Rose-Marie Goulet 
Monument à la mémoire des victimes de la tragédie de l’École Polytechnique de Montréal, Nef pour quatorze reines investit entièrement le lieu et suggère un temps d’arrêt. Quatorze tertres surmontés d’une bande de granit noir portent le nom de chacune des victimes : Geneviève Bergeron, Hélène Colgan, Nathalie Croteau, Barbara Daigneault, Anne-Marie Edward, Maud Haviernick, Barbara Klucznik-Widajewicz, Maryse Laganière, Maryse Leclair, Anne-Marie Lemay, Sonia Pelletier, Michèle Richard, Annie St-Arneault et Annie Turcotte. Les tertres sont étalés sur toute la surface de cet espace long et étroit, incitant ainsi le passant à déambuler dans ce parcours de réflexion et de méditation.
En savoir plus sur Art Public Montréal
","2020-02-06","2025-02-21","Côte-des-Neiges–Notre-Dame-de-Grâce","Parc et jardins","Place","","","","",,"Horaire habituel: [lundi 06:00-00:00, mardi 06:00-00:00, mercredi 06:00-00:00, jeudi 06:00-00:00, vendredi 06:00-00:00, samedi 06:00-00:00, dimanche 06:00-00:00]","","","","",,"Place du 6-Décembre-1989","chemin Queen Mary",,"H3V1A9","Montréal",-73.61771761037777,45.49606840596314,"295599.7","5039578.5"
"Place Guy-Viau","https://montreal.ca/lieux/place-guy-viau","Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.","2020-02-06","2025-02-21","Côte-des-Neiges–Notre-Dame-de-Grâce","Parc et jardins","Place","","","","",,"Horaire habituel: [lundi 06:00-00:00, mardi 06:00-00:00, mercredi 06:00-00:00, jeudi 06:00-00:00, vendredi 06:00-00:00, samedi 06:00-00:00, dimanche 06:00-00:00]","","","","",,"Place Guy-Viau","rue Sherbrooke Ouest",,,"Montréal",-73.62001454638211,45.46856992760647,"295415.6","5036522.8"
"Place Charles-Este","https://montreal.ca/lieux/place-charles-este","Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.","2020-02-06","2025-02-21","Côte-des-Neiges–Notre-Dame-de-Grâce","Parc et jardins","Place","","","","",,"Horaire habituel: [lundi 06:00-00:00, mardi 06:00-00:00, mercredi 06:00-00:00, jeudi 06:00-00:00, vendredi 06:00-00:00, samedi 06:00-00:00, dimanche 06:00-00:00]","","","","",,"Place Charles-Este","avenue Notre-Dame-de-Grâce",,,"Montréal",-73.62556139203289,45.46569727660989,"294981.4","5036204.3"
"Place Guillaume-Couture","https://montreal.ca/lieux/place-guillaume-couture","Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.","2020-02-06","2025-02-21","Côte-des-Neiges–Notre-Dame-de-Grâce","Parc et jardins","Place","","","","",,"Horaire habituel: [lundi 06:00-00:00, mardi 06:00-00:00, mercredi 06:00-00:00, jeudi 06:00-00:00, vendredi 06:00-00:00, samedi 06:00-00:00, dimanche 06:00-00:00]","","","","",,"Place Guillaume-Couture","avenue Earnscliffe",,,"Montréal",-73.62427116586969,45.47852853258942,"295084.5","5037630.0"
"Parc 25e Avenue","https://montreal.ca/lieux/parc-25e-avenue","Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.","2020-02-10","2025-02-21","Lachine","Parc et jardins","Parc","","","","",,"Horaire habituel: [lundi 06:00-23:00, mardi 06:00-23:00, mercredi 06:00-23:00, jeudi 06:00-23:00, vendredi 06:00-23:00, samedi 06:00-23:00, dimanche 06:00-23:00]","","","","",,"Parc 25e Avenue","25e Avenue",,,"Montréal",-73.686803512058,45.447128930631,"290187.6","5034150.1"
"Parc Harry-Ross","https://montreal.ca/lieux/parc-harry-ross","Le parc Harry-Ross est un lieu privilégié pour profiter des attraits de la nature.","2020-02-11","2025-02-21","Lachine","Parc et jardins","Parc","","Module de jeu pour tout-petits","","",,"Horaire habituel: [lundi 06:00-23:00, mardi 06:00-23:00, mercredi 06:00-23:00, jeudi 06:00-23:00, vendredi 06:00-23:00, samedi 06:00-23:00, dimanche 06:00-23:00]","","","","",,"Parc Harry-Ross","rue Sir George Simpson",,"H8T1E7","Montréal",-73.712647223175,45.447921136654,"288166.3","5034243.1"
"Parc Saint-Anne","https://montreal.ca/lieux/parc-saint-anne","Le parc Saint-Anne est un lieu privilégié pour profiter des attraits de la nature.","2020-02-12","2025-02-21","Lachine","Parc et jardins","Parc","","Module de jeu pour enfants","","",,"Horaire habituel: [lundi 06:00-23:00, mardi 06:00-23:00, mercredi 06:00-23:00, jeudi 06:00-23:00, vendredi 06:00-23:00, samedi 06:00-23:00, dimanche 06:00-23:00]","","","","",,"Parc Saint-Anne","rue Provost",,"H8S1P8","Montréal",-73.684936612547,45.441517740384,"290332.2","5033526.2"
"Parc Pelletier","https://montreal.ca/lieux/parc-pelletier","Cet endroit est idéal pour faire une halte et profiter de la vue sur le vieux canal de Lachine.","2020-02-12","2025-02-21","Lachine","Parc et jardins","Parc","Observation d'oiseaux","","","",,"Horaire habituel: [lundi 06:00-23:00, mardi 06:00-23:00, mercredi 06:00-23:00, jeudi 06:00-23:00, vendredi 06:00-23:00, samedi 06:00-23:00, dimanche 06:00-23:00]","","","","",,"Parc Pelletier","boulevard Saint-Joseph",,"H8S2M2","Montréal",-73.672668250972,45.431079150522,"291289.5","5032364.0"
"Parc Wilfrid-Vincent","https://montreal.ca/lieux/parc-wilfrid-vincent","Parc de détente avec modules de jeux pour 0-12 ans.","2020-02-13","2025-02-21","Lachine","Parc et jardins","Parc","","Module de jeu pour enfants,Module de jeu pour tout-petits","","",,"Horaire habituel: [lundi 06:00-23:00, mardi 06:00-23:00, mercredi 06:00-23:00, jeudi 06:00-23:00, vendredi 06:00-23:00, samedi 06:00-23:00, dimanche 06:00-23:00]","","","","",,"Parc Wilfrid-Vincent","317, rue des Érables",,"H8R1B9","Montréal",-73.652760346448,45.443751477507,"292849.9","5033769.1"
"Parc de la 55e Avenue","https://montreal.ca/lieux/parc-de-la-55e-avenue","Le parc de la la 55e Avenue est un lieu privilégié pour se détendre.","2020-02-13","2025-02-21","Lachine","Parc et jardins","Parc","","","","",,"Horaire habituel: [lundi 06:00-23:00, mardi 06:00-23:00, mercredi 06:00-23:00, jeudi 06:00-23:00, vendredi 06:00-23:00, samedi 06:00-23:00, dimanche 06:00-23:00]","","","","",,"Parc de la 55e Avenue","55e Avenue",,,"Montréal",-73.720329389693,45.448055534525,"287565.4","5034259.7"
"Parc Bélanger","https://montreal.ca/lieux/parc-belanger","Venez y passer un petit moment.","2020-02-19","2025-02-21","Saint-Laurent","Parc et jardins","Parc","","Module de jeu pour enfants","","",,"Horaire habituel: [lundi 06:00-23:00, mardi 06:00-23:00, mercredi 06:00-23:00, jeudi 06:00-23:00, vendredi 06:00-23:00, samedi 06:00-23:00, dimanche 06:00-23:00]","","","","numéro: 5148556124",,"Parc Bélanger","Sur la rue Cardinal, au nord du boulevard de la Côte-Vertu",,,"Montréal",-73.685373129112,45.513304336378,"290316.5","5041503.9"
"Parc Harris","https://montreal.ca/lieux/parc-harris","Venez profiter des attraits de la nature ou vous amuser avec vos enfants.
","2020-02-19","2025-02-21","Saint-Laurent","Parc et jardins","Parc","","Module de jeu pour enfants","","",,"Horaire habituel: [lundi 06:00-23:00, mardi 06:00-23:00, mercredi 06:00-23:00, jeudi 06:00-23:00, vendredi 06:00-23:00, samedi 06:00-23:00, dimanche 06:00-23:00]","","","","numéro: 5148556110",,"Parc Harris","1365, avenue O'Brien",,"H4L3W2","Saint-Laurent",-73.68512570858,45.519090320724,"290337.3","5042146.8"
"Ateliers municipaux de Saint-Laurent","https://montreal.ca/lieux/ateliers-municipaux-de-saint-laurent","Les Ateliers municipaux de Saint-Laurent hébergent la Direction des travaux publics et la Section de l'environnement de l'arrondissement.","2020-02-19","2025-02-21","Saint-Laurent","Points de service","Édifice administratif","","Fontaine d'eau potable,Machine distributrice,Toilettes","Stationnement accessible","",,"","","","","numéro: 5149562400",,"Ateliers municipaux de Saint-Laurent","13001, Boulevard Cavendish",,"H4R 2G5","Montréal",-73.711163,45.506537,"288299.5","5040756.8"
"Parc Beaumont-De-L'Épée","https://montreal.ca/lieux/parc-beaumont-de-lepee","Ce parc compte des aires de jeu pour les jeunes enfants","2020-02-26","2025-02-21","Villeray–Saint-Michel–Parc-Extension","Parc et jardins","Parc","","Aire de pique-nique,Module de jeu pour tout-petits","","",,"Horaire habituel: [lundi 06:00-00:00, mardi 06:00-00:00, mercredi 06:00-00:00, jeudi 06:00-00:00, vendredi 06:00-00:00, samedi 06:00-00:00, dimanche 06:00-00:00]","","","","",,"Parc Beaumont-De-L'Épée","555, avenue Beaumont",,"H3N2C9","Montréal",-73.62025602103,45.527037805727,"295406.5","5043020.4"
"Parc Bélair","https://montreal.ca/lieux/parc-belair","Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.","2020-02-26","2025-02-21","Villeray–Saint-Michel–Parc-Extension","Parc et jardins","Parc","","Aire de pique-nique,Module de jeu pour enfants","","",,"Horaire habituel: [lundi 06:00-00:00, mardi 06:00-00:00, mercredi 06:00-00:00, jeudi 06:00-00:00, vendredi 06:00-00:00, samedi 06:00-00:00, dimanche 06:00-00:00]","","","","",,"Parc Bélair","7035 2e Avenue",,"H2A3G4","Montréal",-73.597918,45.55495,"297155.1","5046120.0"
"Parc Blanche-Lamontagne","https://montreal.ca/lieux/parc-blanche-lamontagne","Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.","2020-02-26","2025-02-21","Villeray–Saint-Michel–Parc-Extension","Parc et jardins","Parc","","","","",,"Horaire habituel: [lundi 06:00-00:00, mardi 06:00-00:00, mercredi 06:00-00:00, jeudi 06:00-00:00, vendredi 06:00-00:00, samedi 06:00-00:00, dimanche 06:00-00:00]","","","","",,"Parc Blanche-Lamontagne","Avenue Casgrain",,"H2P2L1","Montréal",-73.639629272885,45.542757185542,"293896.2","5044769.8"
"Parc Birnam","https://montreal.ca/lieux/parc-birnam","Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air. On y retrouve une rafraichissante aire de jeux d'eau, des balançoires et une aire de jeu pour les 2 à 5 ans.","2020-02-26","2025-02-21","Villeray–Saint-Michel–Parc-Extension","Parc et jardins","Parc","","Fontaine d'eau potable,Module de jeu pour enfants,Module de jeu pour tout-petits","","",,"Horaire habituel: [lundi 06:00-00:00, mardi 06:00-00:00, mercredi 06:00-00:00, jeudi 06:00-00:00, vendredi 06:00-00:00, samedi 06:00-00:00, dimanche 06:00-00:00]","","","","",,"Parc Birnam","Rue Birnam",,"H3N2S8","Montréal",-73.624172382103,45.524462535812,"295100.1","5042734.7"
"Parc Chateaubriand-du Rosaire","https://montreal.ca/lieux/parc-chateaubriand-du-rosaire","Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.","2020-02-27","2025-02-21","Villeray–Saint-Michel–Parc-Extension","Parc et jardins","Parc","","","","",,"Horaire habituel: [lundi 06:00-00:00, mardi 06:00-00:00, mercredi 06:00-00:00, jeudi 06:00-00:00, vendredi 06:00-00:00, samedi 06:00-00:00, dimanche 06:00-00:00]","","","","",,"Parc Chateaubriand-du Rosaire","Avenue De Chateaubriand",,"H2R2M3","Montréal",-73.6228746903,45.544037055306,"295204.8","5044909.9"
"Parc Crémazie-Papineau","https://montreal.ca/lieux/parc-cremazie-papineau","Venez y pratiquer vos loisirs en plein air.","2020-02-27","2025-02-21","Villeray–Saint-Michel–Parc-Extension","Parc et jardins","Parc","","","","",,"Horaire habituel: [lundi 06:00-00:00, mardi 06:00-00:00, mercredi 06:00-00:00, jeudi 06:00-00:00, vendredi 06:00-00:00, samedi 06:00-00:00, dimanche 06:00-00:00]","","","","",,"Parc Crémazie-Papineau","Avenue Papineau",,"H2E2K3","Montréal",-73.620753593979,45.553705738405,"295372.1","5045984.1"
"Parc de l'Amitié","https://montreal.ca/lieux/parc-de-lamitie","Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.","2020-02-27","2025-02-21","Villeray–Saint-Michel–Parc-Extension","Parc et jardins","Parc","","Module de jeu pour enfants","","",,"Horaire habituel: [lundi 06:00-00:00, mardi 06:00-00:00, mercredi 06:00-00:00, jeudi 06:00-00:00, vendredi 06:00-00:00, samedi 06:00-00:00, dimanche 06:00-00:00]","","","","",,"Parc de l'Amitié","9025 Boulevard Pie-IX",,"H1Z1R2","Montréal",-73.618872212746,45.57890311766,"295523.1","5048784.1"
"Parc des Rêves","https://montreal.ca/lieux/parc-des-reves","Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.","2020-02-28","2025-02-21","Villeray–Saint-Michel–Parc-Extension","Parc et jardins","Parc","","Aire de pique-nique,Fontaine d'eau potable,Module de jeu pour enfants","","",,"Horaire habituel: [lundi 06:00-00:00, mardi 06:00-00:00, mercredi 06:00-00:00, jeudi 06:00-00:00, vendredi 06:00-00:00, samedi 06:00-00:00, dimanche 06:00-00:00]","","","","",,"Parc des Rêves","Avenue de Gaspé",,"H2P2J9","Montréal",-73.633230780933,45.541741003565,"294395.7","5044656.0"
"Parc Dickie-Moore","https://montreal.ca/lieux/parc-dickie-moore","D’une superficie de 4 000 m2, le parc offre un espace vert favorisant la détente, la socialisation et le jeu. Il est composé d’aires de détente, de jets d’eau, ainsi que deux aires de jeu pour les enfants de 5 à 12 ans, incluant une rampe en béton pour accessibilité universelle dans le parcours d’hébertisme.
Le parc comprend aussi une large plaine gazonnée ainsi qu’un jardin de pluie contribuant à la gestion écologique des eaux de ruissellement.
Il porte le nom de l’ancien numéro 12 des Canadiens de Montréal qui a grandi dans le quartier de Parc-Extension.
","2020-02-28","2025-02-21","Villeray–Saint-Michel–Parc-Extension","Parc et jardins","Parc","","Aire de pique-nique,Fontaine d'eau potable,Module de jeu pour enfants","Rampe d'accès","",,"","","","","",,"Parc Dickie-Moore","Avenue Beaumont",,"H3N2C9","Montréal",-73.619997043146,45.526674360747,"295426.6","5042980.0"
"Parc Sainte-Yvette","https://montreal.ca/lieux/parc-sainte-yvette","Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.","2020-02-28","2025-02-21","Villeray–Saint-Michel–Parc-Extension","Parc et jardins","Parc","","Aire de pique-nique,Table à langer,Toilettes,Vestiaire","","",,"Horaire habituel: [lundi 06:00-00:00, mardi 06:00-00:00, mercredi 06:00-00:00, jeudi 06:00-00:00, vendredi 06:00-00:00, samedi 06:00-00:00, dimanche 06:00-00:00]","","","","",,"Parc Sainte-Yvette","8950 - 10e avenue",,"H1Z1T3","Montréal",-73.625553846359,45.569832358493,"295000.1","5047776.9"
