titre_lieu,url_fiche,description,date_cree,date_revision,arrondissements,types,installations,activites,commodites,accessibilite,categories,statut_ouverture,horaire_par_jour,commentaires_horaire,reglementation,paiement,telephone,courriel,titre_lieu_adresse_postale,adresse_principale,adresse_secondaire,code_postal,ville,long,lat,X,Y
"Parc des Rapides danse floor","https://montreal.ca/en/places/parc-des-rapides-danse-floor","The dance floor at Parc des Rapides is a popular draw with residents, who come to take advantage of LaSalle’s diversified summer program.","2020-11-03","2025-02-21","LaSalle","Sports and recreation","Dance floor","","Picnic area,Drinking fountain,Free parking,Bike stand,Washroom","Wheelchair accessible,Stroller-friendly,Ground-level entrance,Accessible parking,Accessible washroom stall,Individual accessible washroom","",,"Regular schedule: [lundi 07:00-21:00, mardi 07:00-21:00, mercredi 07:00-21:00, jeudi 07:00-21:00, vendredi 07:00-21:00, samedi 07:00-21:00, dimanche 07:00-21:00]","","","","",,"Parc des Rapides danse floor","7770 Boulevard LaSalle",,"H8P1X6","Montréal",-73.59542921210522,45.426604207106266,"297332.5","5031856.6"
"Parc de Dieppe welcome center","https://montreal.ca/en/places/parc-de-dieppe-welcome-center","The welcome centre is closed during the winter, and the paths are not cleared. In the summer, a multi-purpose path circles the park and is open to cyclists.","2020-11-06","2025-02-21","Ville-Marie","Parks and gardens","Welcome centre","","Drinking fountain,Washroom","","","Temporarily closed","Regular schedule: [lundi 09:00-18:00, mardi 09:00-18:00, mercredi 09:00-18:00, jeudi 09:00-18:00, vendredi 09:00-18:00, samedi 09:00-21:00, dimanche 09:00-21:00]","De la mi-mai à la mi-juin","","","",,"Parc de Dieppe welcome center","34 Avenue Pierre-Dupuy",,,"Montréal",-73.543617468319,45.504740615806,"301391.6","5040536.4"
"Parc de Dieppe lookouts","https://montreal.ca/en/places/parc-de-dieppe-lookouts","During summer, visitors will see cruise ships pulling into the Alexandra Pier or pleasure craft using the locks to travel upriver. On days when there are fireworks, access to the park is more restricted in order to ensure the safety of users.","2020-11-06","2025-02-21","Ville-Marie","Parks and gardens","Lookout","Photography,Hiking,Biking","","","",,"","","","","",,"Parc de Dieppe lookouts","3400 Avenue Pierre-Dupuy",,,"Montréal",-73.543035428963,45.50775013815,"301437.2","5040870.8"
"Parc Saint-Laurent welcome center","https://montreal.ca/en/places/parc-saint-laurent-welcome-center","Il héberge notamment des organismes.","2021-03-01","2025-02-21","Montréal-Nord","Parks and gardens","Welcome centre","","Washroom","","",,"","","","","",,"Parc Saint-Laurent welcome center","11614, avenue Salk",,"H1G4Y8","Montréal",-73.62871258393,45.605584750786,"294759.9","5051750.5"
"Christine-Boudrias Gymnasium at the Centre Gadbois","https://montreal.ca/en/places/christine-boudrias-gymnasium-centre-gadbois","The single gymnasium has:

Three badminton courts
One basketball court
One soccer court (with anchored goals)
One volleyball court
One stage
Bleachers (about 200 seats)

The gym has a hardwood floor.


The gym is named after Montréal athlete Christine Boudrias, an Olympic medallist in the 3000 m short track speed skating relay event in 1994 and 1998.
","2021-02-09","2025-02-21","Le Sud-Ouest","Sports and recreation","Gymnasium","Soccer,Badminton,Basketball","","Stroller-friendly,Ground-level entrance","",,"","","","","",,"Christine-Boudrias Gymnasium at the Centre Gadbois","5485, chemin de la Côte-Saint-Paul",,"H4C1X3","Montréal",-73.595891952665,45.466779725858,"297301.6","5036321.4"
"Centre Gadbois’ double gymnasium","https://montreal.ca/en/places/centre-gadbois-double-gymnasium","The double gymnasium has:

Six badminton courts
One basketball court (lengthwise) and 2 basketball courts (widthwise)
One soccer court (with anchored goals)
Three volleyball courts

The gym has a hardwood floor.
","2021-02-09","2025-02-21","Le Sud-Ouest","Sports and recreation","Gymnasium","Archery,Soccer,Badminton,Basketball","","Stroller-friendly,Ground-level entrance","",,"","","","","",,"Centre Gadbois’ double gymnasium","5485, chemin de la Côte-Saint-Paul",,"H4C1X3","Montréal",-73.595956460131,45.466566915863,"297296.5","5036297.7"
"Judo room, dojo of the Centre Gadbois","https://montreal.ca/en/places/judo-room-dojo-centre-gadbois","The dojo is equipped with tatamis and padded walls.
","2021-02-09","2025-02-21","Le Sud-Ouest","Sports and recreation","Gymnasium","","","Ground-level entrance","",,"","","","","",,"Judo room, dojo of the Centre Gadbois","5485, chemin de la Côte-Saint-Paul",,"H4C 1X3","Montréal",-73.595500149687,45.46657577015,"297332.2","5036298.7"
"Boxing and karate room of the Centre Gadbois","https://montreal.ca/en/places/boxing-and-karate-room-centre-gadbois-0","It features tatamis, a large mirror and specialized equipment (boxing).
","2021-02-09","2025-02-21","Le Sud-Ouest","Sports and recreation","Gymnasium","","","Ground-level entrance","",,"","","","","",,"Boxing and karate room of the Centre Gadbois","5485, chemin de la Côte-Saint-Paul",,"H4C 1X3","Montréal",-73.595982708349,45.466557096828,"297294.5","5036296.6"
"Weightlifting room at the Centre Gadbois","https://montreal.ca/en/places/weightlifting-room-centre-gadbois","For the past forty years, the weightlifting gym has hosted the activities of the du Club d’haltérophilie les Géants de Montréal, which, in partnership with Le Sud-Ouest, promotes this Olympic discipline mainly to young people in the neighbourhood, in Le Sud-Ouest and the province.
","2021-02-10","2025-02-21","Le Sud-Ouest","Sports and recreation","Gymnasium","","","Ground-level entrance","",,"","","","","",,"Weightlifting room at the Centre Gadbois","5485, chemin de la Côte-Saint-Paul",,"H4C1X3","Montréal",-73.596104621201,45.466589826801,"297285.0","5036300.3"
"Germain-Prégent conference room at the Centre Gadbois","https://montreal.ca/en/places/germain-pregent-conference-room-centre-gadbois","It has multimedia equipment: 70"" TV, HDMI/VGA plug, videoconference camera.
","2021-02-09","2025-02-21","Le Sud-Ouest","Sports and recreation","Administrative building","","","Stroller-friendly,Ground-level entrance","",,"","","","","numéro: 5148722786",,"Germain-Prégent conference room at the Centre Gadbois","5485, chemin de la Côte-Saint-Paul",,"H4C1X3","Montréal",-73.596177678983,45.466601499939,"297279.2","5036301.6"
"Parc-nature du Bois-de-l'Île-Bizard lookout","https://montreal.ca/en/places/parc-nature-du-bois-de-lile-bizard-lookout","The Pointe-aux-Carrières lookout is located near the small beach and picnic areas facing westward to the lake.
","2020-11-25","2025-02-21","L'Île-Bizard–Sainte-Geneviève","Parks and gardens","Lookout","Birdwatching","","","",,"","","Dogs must be kept on a leash.Good habits to adopt in large parks","","",,"Parc-nature du Bois-de-l'Île-Bizard lookout","2115 Chemin du Bord-du-Lac",,"H9C1P3","Montréal",-73.901137154542,45.516505222538,"273460.2","5041921.2"
"Parc-nature du Bois-de-Liesse lookouts","https://montreal.ca/en/places/parc-nature-du-bois-de-liesse-lookouts","In addition to the lookouts in the Péninsule sector, the lookout in the Érables noirs sector allows visitors to observe wildlife in the surrounding forest.
","2020-11-26","2025-02-21","Pierrefonds-Roxboro,Saint-Laurent","Parks and gardens","Lookout","","","","",,"","","","","",,"Parc-nature du Bois-de-Liesse lookouts","9432 Boulevard Gouin Ouest",,"H8Y1T4","Montréal",-73.764009475708,45.506888273166,"284170.1","5040808.1"
"Parc-nature du Bois-de-Liesse Des Champs welcome centre","https://montreal.ca/en/places/parc-nature-du-bois-de-liesse-des-champs-welcome-centre","The des Champs chalet features a large and bright rest area with washrooms. The chalet also includes a cross-country ski and snowshoe rental counter. The chalet is the departure point for paths and trails that criss-cross the western section of the park.
Certificate of free occupancy : If you are a group between 15 and 60 people, we encourage you to contact parcsnature.evenements@montreal.ca. This certificate of free occupancy is free of charge and does not constitute a privatization of the place.
","2020-11-26","2025-02-21","Saint-Laurent","Parks and gardens","Welcome centre","","Picnic area,Parking ($),Changing table,Washroom","Wheelchair accessible with assistance,Stroller-friendly,Reserved parking spaces (permit),Accessible washrooms","",,"Regular schedule: [lundi 08:00-17:00, mardi 08:00-17:00, mercredi 08:00-17:00, jeudi 08:00-17:00, vendredi 08:00-17:00, samedi 08:00-17:00, dimanche 08:00-17:00]","","","","",,"Parc-nature du Bois-de-Liesse Des Champs welcome centre","3555 Rue Douglas-B.-Floreani",,"H4S1Y6","Montréal",-73.768289,45.499743,"283833.1","5040015.1"
"Parc Le Prévost skating rink","https://montreal.ca/en/places/parc-le-prevost-skating-rink","Please check the ice conditions before going there in person.","2020-11-26","2025-02-21","Villeray–Saint-Michel–Parc-Extension","Sports and recreation","Skating rink","Skating","Washroom","","","Temporarily closed","","","","","",,"Parc Le Prévost skating rink","7275, avenue Christophe-Colomb",,"H2R1J2","Montréal",-73.613215592049,45.543433630258,"295959.0","5044841.7"
"Parc-nature de l'Île-de-la-Visitation lookouts","https://montreal.ca/en/places/parc-nature-de-lile-de-la-visitation-lookouts","The lookouts at Parc-nature de l’Île-de-la-Visitation allow visitors to dive into the historical past of the du Sault-au-Récollet site. These shores once housed mills and an industrial site dating back to the French Regime. In winter, a snowshoe trail lets visitors discover the Île de la Visitation and its surroundings.","2020-11-26","2025-02-21","Ahuntsic-Cartierville","Parks and gardens","Lookout","Birdwatching","","","",,"","","","","",,"Parc-nature de l'Île-de-la-Visitation lookouts","2425 Boulevard Gouin Est",,"H2B1X7","Montréal",-73.65691468621819,45.582288649644426,"292555.0","5049165.5"
"Complexe sportif St-Jean-Vianney","https://montreal.ca/en/places/complexe-sportif-st-jean-vianney","A reservation is required to use the indoor and outdoor facilities. For further information or for details concerning fees, please contact the Complexe.","2020-11-26","2025-02-21","Rivière-des-Prairies–Pointe-aux-Trembles","Sports and recreation","Sports centre","","Air conditioning,Showers,Drinking fountain,Vending machine,Free parking,Changing table,Basketball court,Volleyball court,Washroom,Changing rooms,Free Wi-Fi","Wheelchair accessible,Elevator,Ground-level entrance,Accessible parking","",,"Regular schedule: [lundi 08:00-00:00, mardi 08:00-00:00, mercredi 08:00-00:00, jeudi 08:00-00:00, vendredi 08:00-00:00, samedi 06:00-00:00, dimanche 06:00-00:00]","","","MasterCard and Visa credit cards ($5,000 limit),Debit card,Cheque payable to “Ville de Montréal”","numéro: 5148728014","reservation_rdppat@montreal.ca","Complexe sportif St-Jean-Vianney","12640 Boulevard Gouin Est",,"H1C1B8","Montréal",-73.519722205955,45.691600408871,"303263.9","5061301.8"
"Parc-nature de la Pointe-aux-Prairies Heritage welcome centre","https://montreal.ca/en/places/parc-nature-de-la-pointe-aux-prairies-heritage-welcome-centre","The Héritage welcome centre welcomes visitors and serves as the departure point for the hiking trails in the Bois-de-l’Héritage and Fleuve sectors of the park. In winter, hikers and skiers share the same trails over short distances. A snowshoeing circuit lets visitors discover the Fleuve sector.Certificate of free occupancy : If you are a group between 15 and 60 people, we encourage you to contact parcsnature.evenements@montreal.ca. This certificate of free occupancy is free of charge and does not constitute a privatization of the place.","2020-11-26","2025-02-21","Rivière-des-Prairies–Pointe-aux-Trembles","Parks and gardens","Welcome centre","","Picnic area,Drinking fountain,Parking ($),Changing table,Washroom","Wheelchair accessible with assistance,Reserved parking spaces (permit),Accessible washrooms","",,"Regular schedule: [lundi 08:00-17:00, mardi 08:00-17:00, mercredi 08:00-17:00, jeudi 08:00-17:00, vendredi 08:00-17:00, samedi 08:00-17:00, dimanche 08:00-17:00]","","","","",,"Parc-nature de la Pointe-aux-Prairies Heritage welcome centre","14905 Rue Sherbrooke Est",,"H1A3X1","Montréal",-73.507506888352,45.68016821291,"304215.2","5060031.2"
"Parc-nature de la Pointe-aux-Prairies Des marais Pavilion","https://montreal.ca/en/places/parc-nature-de-la-pointe-aux-prairies-des-marais-pavilion","The Marais visitor centre welcomes visitors and it serves as the departure point for hiking and cycling trails in the marais and Rivière des Prairies sector. In winter, the multi-purpose path is shared by hikers, cross-country skiers, snowshoers and fatbike enthusiasts.A permanent exhibit for the whole family lets you explore the bird life of eastern Montreal. The exhibition includes interactive modules indoors and an educational trail on bird ecology outdoors. A naturalist from GUEPE's organization will welcome you and help you discover more about the subject!","2020-11-26","2025-02-21","Rivière-des-Prairies–Pointe-aux-Trembles","Parks and gardens","Welcome centre","Birdwatching","Picnic area,Parking ($),Washroom","Wheelchair accessible with assistance,Reserved parking spaces (permit)","",,"Regular schedule: [lundi 10:00-16:00, vendredi 10:00-16:00, samedi 10:00-16:00, dimanche 10:00-16:00]","Du 1e avril au 30 septembre.","","","",,"Parc-nature de la Pointe-aux-Prairies Des marais Pavilion","12 300 Boulevard Gouin Est",,"H1C1B8","Montréal",-73.517418,45.694102,"303443.5","5061579.8"
"Logan dog park","https://montreal.ca/en/places/logan-dog-park","Your dog must be wearing its tag when you use this park.","2020-11-27","2025-02-21","Pierrefonds-Roxboro","Parks and gardens","Dog Park","","","","",,"Regular schedule: [lundi 06:00-23:00, mardi 06:00-23:00, mercredi 06:00-23:00, jeudi 06:00-23:00, vendredi 06:00-23:00, samedi 06:00-23:00, dimanche 06:00-23:00]","","","","",,"Logan dog park","9047 Rue Logan",,"H8Y2B4","Montréal",-73.777409871732,45.50221930199,"283121.2","5040292.7"
"Parc Mohawk dog park","https://montreal.ca/en/places/parc-mohawk-dog-park","Your dog must be wearing its tag when you use this park.
","2020-11-27","2025-02-21","LaSalle","Parks and gardens","Dog Park","","","","",,"Regular schedule: [lundi 07:00-23:00, mardi 07:00-23:00, mercredi 07:00-23:00, jeudi 07:00-23:00, vendredi 07:00-23:00, samedi 07:00-23:00, dimanche 07:00-23:00]","","Please follow the instructions on siteNo more than two dogs per personDo not play with a ball or any other object when another dog is in itOther prohibitions: food, dogs that are sick or in heat, and any animal that might inconvenience other dogs","","",,"Parc Mohawk dog park","rue Dalmany",,,"Montréal",-73.656816794249,45.429582441872,"292529.5","5032195.1"
"Parc Raymond skating rink","https://montreal.ca/en/places/parc-raymond-skating-rink","Reservations

No ice time reservations for this rink.

Ice conditions

Check the ice conditions before you go.

","2020-11-27","2025-02-21","LaSalle","Parks and gardens","Skating rink","Hockey,Skating","Washroom","","","Permanently closed","","","","","",,"Parc Raymond skating rink","Boulevard Bishop-Power",,"H8P2R2","Montréal",-73.602777478425,45.427922863418,"296757.7","5032003.9"
"Parc-nature du Cap-Saint-Jacques sugar shack","https://montreal.ca/en/places/parc-nature-du-cap-saint-jacques-sugar-shack","The sugar shack is closed for an indefinite period","2020-12-07","2025-02-21","Pierrefonds-Roxboro","Parks and gardens","Welcome centre","","","","","Temporarily closed","","","","","",,"Parc-nature du Cap-Saint-Jacques sugar shack","202 Chemin du Cap Saint-Jacques",,"H9K1C5","Montréal",-73.927948515855,45.459416677865,"271331.7","5035587.7"
"Parc Oscar community garden","https://montreal.ca/en/places/parc-oscar-community-garden","Participants elect a committee to ensure that the garden runs smoothly, from the beginning to the end of the season.","2021-01-20","2025-02-21","Montréal-Nord","Parks and gardens","Garden","","Picnic area,Community composters,Drinking fountain,Free parking,Bike stand,Washroom","Assistive devices","",,"Regular schedule: [lundi 06:00-20:00, mardi 06:00-20:00, mercredi 06:00-20:00, jeudi 06:00-20:00, vendredi 06:00-20:00, samedi 06:00-20:00, dimanche 06:00-20:00]","Depending on conditions","","","numéro: 5144476226 extension: 305","info@villeenvert.ca","Parc Oscar community garden","10660 Boulevard Saint-Michel",,"H1H5H6","Montréal",-73.648936893113,45.582429922097,"293177.5","5049180.0"
"Parc Tardif community garden","https://montreal.ca/en/places/parc-tardif-community-garden","Participants elect a committee to ensure that the garden runs smoothly, from the beginning to the end of the season.","2021-01-20","2025-02-21","Montréal-Nord","Parks and gardens","Garden","","Picnic area,Community composters,Drinking fountain,Bike stand,Washroom","","",,"Regular schedule: [lundi 06:00-20:00, mardi 06:00-20:00, mercredi 06:00-20:00, jeudi 06:00-20:00, vendredi 06:00-20:00, samedi 06:00-20:00, dimanche 06:00-20:00]","Depending on conditions","","","numéro: 5144476226 extension: 305","info@villeenvert.ca","Parc Tardif community garden","6455 Rue Tardif",,"H1G6K5","Montréal",-73.617332618676,45.618518477169,"295649.7","5053186.5"
"Remembrance Community Garden","https://montreal.ca/en/places/remembrance-community-garden","Participants elect a committee to ensure that the garden runs smoothly, from the beginning to the end of the season.
Here are the infos about how to get a plot in a community garden or to renew you registration.
","2021-01-18","2025-02-21","Lachine","Parks and gardens","Garden","","","","",,"","","","","numéro: 5146395088",,"Remembrance Community Garden","Rue Remembrance et 32e Avenue",,,"Montréal",-73.690358422498,45.437534282583,"289907.0","5033084.5"
"Réal-Gareau community garden","https://montreal.ca/en/places/real-gareau-community-garden","Participants elect a committee to ensure that the garden runs smoothly, from the beginning to the end of the season.
Here are the infos about how to get a plot in a community garden or to renew you registration.
","2021-01-18","2025-02-21","Lachine","Parks and gardens","Garden","","","","",,"","","","","numéro: 5146395088",,"Réal-Gareau community garden","Rue Sherbrooke et 4e Avenue",,,"Montréal",-73.667708527289,45.444691390739,"291680.7","5033875.9"
"Notre-Dame community Garden","https://montreal.ca/en/places/notre-dame-community-garden","Participants elect a committee to ensure that the garden runs smoothly, from the beginning to the end of the season.","2021-01-18","2025-02-21","Anjou","Parks and gardens","Garden","","","","",,"","","","","numéro: 5144938200",,"Notre-Dame community Garden","Avenue de l'Aréna",,"H1K2B3","Montréal",-73.542588511413,45.601466902194,"301477.7","5051285.7"
"Roi-René community Garden","https://montreal.ca/en/places/roi-rene-community-garden","Participants elect a committee to ensure that the garden runs smoothly, from the beginning to the end of the season.","2021-01-18","2025-02-21","Anjou","Parks and gardens","Garden","","","","",,"","","","","numéro: 5144938200",,"Roi-René community Garden","Boulevard Roi-René",,"H1K1B5","Montréal",-73.55686512675,45.612624005656,"300364.8","5052526.3"
"Parc André Laurendeau community garden","https://montreal.ca/en/places/parc-andre-laurendeau-community-garden","Participants elect a committee to ensure that the garden runs smoothly, from the beginning to the end of the season.","2021-01-19","2025-02-21","Anjou","Parks and gardens","Garden","","","","",,"","","","","numéro: 5144938200",,"Parc André Laurendeau community garden","8361 Avenue André-Laurendeau",,,"Montréal",-73.569942158347,45.603847774619,"299344.1","5051551.8"
"Parc Lucie-Bruneau community garden","https://montreal.ca/en/places/parc-lucie-bruneau-community-garden","Participants elect a committee to ensure that the garden runs smoothly, from the beginning to the end of the season.","2021-01-19","2025-02-21","Anjou","Parks and gardens","Garden","","","","",,"","","","","numéro: 5144938200","jardinsanjou@ville.montreal.qc.ca","Parc Lucie-Bruneau community garden","7051 Avenue de l'Alsace",,,"Montréal",-73.58268957484,45.60381723836,"298349.7","5051549.3"
"Parc des Roseraies community garden","https://montreal.ca/en/places/parc-des-roseraies-community-garden","Participants elect a committee to ensure that the garden runs smoothly, from the beginning to the end of the season.","2021-01-19","2025-02-21","Anjou","Parks and gardens","Garden","","","","",,"","","","","numéro: 5144938200",,"Parc des Roseraies community garden","7070 Avenue de la Nantaise",,,"Montréal",-73.555226376644,45.594490949202,"300491.3","5050511.0"
"Parc de Spalding community garden","https://montreal.ca/en/places/parc-de-spalding-community-garden","Participants elect a committee to ensure that the garden runs smoothly, from the beginning to the end of the season.","2021-01-19","2025-02-21","Anjou","Parks and gardens","Garden","","","","",,"","","","","numéro: 5144938200",,"Parc de Spalding community garden","7901 Avenue Spalding",,,"Montréal",-73.55231484245,45.602950024347,"300719.0","5051451.0"
"Parc Roger-Rousseau community garden","https://montreal.ca/en/places/parc-roger-rousseau-community-garden","Participants elect a committee to ensure that the garden runs smoothly, from the beginning to the end of the season.","2021-01-19","2025-02-21","Anjou","Parks and gardens","Garden","","","","",,"","","","","numéro: 5144938200",,"Parc Roger-Rousseau community garden","7501 Avenue Rondeau",,,"Montréal",-73.549511653395,45.616362754433,"300938.6","5052941.4"
"De la Savane community garden","https://montreal.ca/en/places/de-la-savane-community-garden","Participants elect a committee to ensure that the garden runs smoothly, from the beginning to the end of the season.","2021-01-20","2025-02-21","Côte-des-Neiges–Notre-Dame-de-Grâce","Parks and gardens","Garden","","","","",,"","","","","numéro: 5144834680",,"De la Savane community garden","Avenue Mountain Sights",,,"Montréal",-73.655089493841,45.498848456318,"292679.5","5039892.4"
"Arc-en-sol community garden","https://montreal.ca/en/places/arc-en-sol-community-garden","Participants elect a committee to ensure that the garden runs smoothly, from the beginning to the end of the season.","2021-01-22","2025-02-21","Mercier–Hochelaga-Maisonneuve","Parks and gardens","Garden","","Picnic area,Bike stand,Washroom","Wheelchair accessible,Wheelchair accessible with assistance,Stroller-friendly","",,"","","","","",,"Arc-en-sol community garden","Rue Arcand",,"H1N3P8","Montréal",-73.532601940522,45.58213905412,"302255.9","5049137.4"
"BP Tétreaultville community garden","https://montreal.ca/en/places/bp-tetreaultville-community-garden","Participants elect a committee to ensure that the garden runs smoothly, from the beginning to the end of the season.","2021-01-22","2025-02-21","Mercier–Hochelaga-Maisonneuve","Parks and gardens","Garden","","Picnic area,Bike stand,Washroom","Wheelchair accessible,Wheelchair accessible with assistance,Stroller-friendly","",,"","","","","",,"BP Tétreaultville community garden","Rue Aubry and Rue de Marseille",,,"Montréal",-73.523905840666,45.609458286521,"302935.4","5052173.2"
"Jacques-Charbonneau community garden","https://montreal.ca/en/places/jacques-charbonneau-community-garden","Participants elect a committee to ensure that the garden runs smoothly, from the beginning to the end of the season.","2021-01-22","2025-02-21","Mercier–Hochelaga-Maisonneuve","Parks and gardens","Garden","","Picnic area,Bike stand,Washroom","Wheelchair accessible,Wheelchair accessible with assistance,Stroller-friendly","",,"","","","","",,"Jacques-Charbonneau community garden","6605 Rue Cabrini",,"H1T2J8","Montréal",-73.566286917776,45.581703967098,"299627.2","5049090.7"
"Parc Dupéré community garden","https://montreal.ca/en/places/parc-dupere-community-garden","Participants elect a committee to ensure that the garden runs smoothly, from the beginning to the end of the season.","2021-01-22","2025-02-21","Mercier–Hochelaga-Maisonneuve","Parks and gardens","Garden","","Picnic area,Bike stand,Washroom","Wheelchair accessible,Wheelchair accessible with assistance,Stroller-friendly","",,"","","","","",,"Parc Dupéré community garden","Rue Saint-Donat and Rue de Forbin-Janson",,"H1K3N6","Montréal",-73.533988480748,45.601220646301,"302148.6","5051258.0"
"Jardins de l'Institut community garden","https://montreal.ca/en/places/jardins-de-linstitut-community-garden","Participants elect a committee to ensure that the garden runs smoothly, from the beginning to the end of the season.","2021-01-25","2025-02-21","Mercier–Hochelaga-Maisonneuve","Parks and gardens","Garden","","","","",,"","","","","",,"Jardins de l'Institut community garden","Rue de Marseille and Rue du Trianon",,"H1N3V2","Montréal",-73.532867381326,45.589697330475,"302235.5","5049977.4"
"Maisonneuve community garden","https://montreal.ca/en/places/maisonneuve-community-garden","Participants elect a committee to ensure that the garden runs smoothly, from the beginning to the end of the season.","2021-01-25","2025-02-21","Mercier–Hochelaga-Maisonneuve","Parks and gardens","Garden","","Picnic area,Children's playground,Bike stand,Washroom","Wheelchair accessible,Wheelchair accessible with assistance,Stroller-friendly","",,"","","","","",,"Maisonneuve community garden","Avenue Létourneux and Rue de Rouen",,"H1V2N8","Montréal",-73.542403727607,45.554196270122,"301489.3","5046032.4"
"Marseille community garden","https://montreal.ca/en/places/marseille-community-garden","Participants elect a committee to ensure that the garden runs smoothly, from the beginning to the end of the season.","2021-01-25","2025-02-21","Mercier–Hochelaga-Maisonneuve","Parks and gardens","Garden","","Picnic area","Wheelchair accessible,Wheelchair accessible with assistance,Stroller-friendly","",,"","","","","",,"Marseille community garden","Rue Du Quesne et rue de Marseille",,"H1N1K8","Montréal",-73.541516237852,45.576425219137,"301559.9","5048502.7"
"Monsabré community garden","https://montreal.ca/en/places/monsabre-community-garden","Participants elect a committee to ensure that the garden runs smoothly, from the beginning to the end of the season.","2021-01-25","2025-02-21","Mercier–Hochelaga-Maisonneuve","Parks and gardens","Garden","","Picnic area,Children's playground,Bike stand,Washroom","Wheelchair accessible,Stroller-friendly,Accessible washrooms","",,"","","","","",,"Monsabré community garden","Rue Monsabré and Rue de Toulouse",,,"Montréal",-73.535292573081,45.5696205424,"302045.3","5047746.3"
"Pierre-Bernard community garden","https://montreal.ca/en/places/pierre-bernard-community-garden","Participants elect a committee to ensure that the garden runs smoothly, from the beginning to the end of the season.","2021-01-26","2025-02-21","Mercier–Hochelaga-Maisonneuve","Parks and gardens","Garden","","Picnic area,Bike stand,Washroom","Wheelchair accessible,Wheelchair accessible with assistance,Stroller-friendly,Accessible washrooms","",,"","","","","",,"Pierre-Bernard community garden","Boulevard Pierre-Bernard et rue Bisaillon",,"H1L6L3","Montréal",-73.529566022399,45.607297761312,"302493.8","5051933.2"
"Parc de Talcy welcome centre","https://montreal.ca/en/places/parc-de-talcy-welcome-centre","The welcome centre is located beside the play fountains and the parking lot. It is open to skaters in winter. The park is easy to get to via the 141, 85 and 364 bus lines. It features a parking lot near the welcome centre, which can be accessed from the entrance on Avenue de Talcy.","2021-01-26","2025-02-21","Anjou","Parks and gardens","Welcome centre","","Picnic area,Drinking fountain,Heated areas,Washroom","Stroller-friendly,Ground-level entrance,Access way","",,"Horaire habituel d’été à partir du 24 juin: [lundi 10:00-22:00, mardi 10:00-22:00, mercredi 10:00-22:00, jeudi 10:00-22:00, vendredi 10:00-22:00, samedi 10:00-22:00, dimanche 10:00-22:00], Fermé - période de fermeture à partir du 15 octobre, Horaire habituel d’hiver à partir du 21 décembre: [lundi 16:00-22:00, mardi 16:00-22:00, mercredi 16:00-22:00, jeudi 16:00-22:00, vendredi 16:00-22:30, samedi 10:00-22:30, dimanche 10:00-22:00], Fermé - période de fermeture à partir du 8 mars","","","","",,"Parc de Talcy welcome centre","8151 Avenue de Talcy",,"H1K3W6","Montréal",-73.559418361626,45.607396305013,"300165.3","5051945.5"
"Parc de Louisbourg welcome center","https://montreal.ca/en/places/parc-de-louisbourg-welcome-center","The Chalet houses washrooms and rest area.","2020-12-18","2025-02-21","Ahuntsic-Cartierville","Parks and gardens","Welcome centre","","Heated areas,Washroom","","",,"Regular schedule: [lundi 08:00-20:00, mardi 08:00-20:00, mercredi 08:00-20:00, jeudi 08:00-20:00, vendredi 08:00-20:00, samedi 08:00-20:00, dimanche 08:00-20:00]","","","","",,"Parc de Louisbourg welcome center","5455 Rue de Louisbourg",,"H4J1K8","Montréal",-73.707959096871,45.5281414743,"288556.0","5043157.1"
"Parc LaSalle skatepark","https://montreal.ca/en/places/parc-lasalle-skatepark","Skatepark enthusiasts can enjoy their favourite sport on structures that include two sections with different challenges: 

A concrete linear street-type section, with a section and a bowl. 
A street-type section with a stair gap, a down rail, a down ledge, a round rail, a ledge box and a kicker gap.  

Wearing a helmet is recommended. 
This park was inaugurated posthumously in honour of Pierre Charron, former director of the Maison des jeunes L'Escalier. Young people from this organization collaborated with the borough on the concept for this park.
","2021-02-16","2025-02-21","Lachine","Sports and recreation","Skatepark","","Drinking fountain,Free parking","","",,"Fermé - période de fermeture à partir du 1 novembre, Regular schedule à partir du 15 avril: [lundi 06:00-23:00, mardi 06:00-23:00, mercredi 06:00-23:00, jeudi 06:00-23:00, vendredi 06:00-23:00, samedi 06:00-23:00, dimanche 06:00-23:00]","Opening and closing dates may vary depending on the weather.","","","",,"Parc LaSalle skatepark","10661 Rue Victoria",,"H8S1W4","Montréal",-73.674023788415,45.438529939582,"291185.2","5033192.2"
"Parc Raymond-Préfontaine skatepark","https://montreal.ca/en/places/parc-raymond-prefontaine-skatepark","Wearing a helmet is strongly recommended.","2021-06-17","2025-02-21","Mercier–Hochelaga-Maisonneuve","Sports and recreation","Skatepark","","","Accessible washrooms","",,"Regular schedule: [lundi 06:00-00:00, mardi 06:00-00:00, mercredi 06:00-00:00, jeudi 06:00-00:00, vendredi 06:00-00:00, samedi 06:00-00:00, dimanche 06:00-00:00]","","","","",,"Parc Raymond-Préfontaine skatepark","3100 Rue Hochelaga",,"H1W1G3","Montréal",-73.553742807351,45.54230017716,"300603.1","5044710.9"
"Parc Henri-Bourassa skatepark","https://montreal.ca/en/places/parc-henri-bourassa-skatepark","Wearing a helmet is strongly recommended.","2021-06-17","2025-02-21","Montréal-Nord","Sports and recreation","Skatepark","","","","",,"Regular schedule","","","","",,"Parc Henri-Bourassa skatepark","6100 Rue Pascal",,"H1G1T1","Montréal",-73.622879426919,45.615051477942,"295216.5","5052801.9"
